PRTAGE,PESEX,GESTFIPS,PRCITSHP,PTDTRACE,PEMARITL,HRNUMHOU,PRNMCHLD,PEEDUCA,PRCOW1,PRDTIND1,PRDTOCC1,PRHRUSL,HEFAMINC
68,1,8,1,1,1,2,0,43,5,1,1,4,9
46,1,8,1,1,1,4,2,43,5,1,1,4,16
63,1,12,1,1,1,2,0,43,4,1,14,4,12
68,1,15,1,1,1,6,0,43,4,1,2,4,14
49,1,15,4,4,1,4,0,43,4,1,22,4,11
58,1,16,1,1,1,2,0,43,4,1,1,4,12
68,1,16,1,1,1,2,0,43,4,1,1,4,14
44,2,17,1,1,1,4,2,43,4,1,2,4,15
56,1,19,1,1,1,5,2,43,5,1,1,4,16
59,1,19,1,1,1,2,0,43,4,1,2,4,16
56,1,20,1,1,1,2,0,43,5,1,1,4,15
48,2,20,1,1,1,3,0,43,5,1,1,4,14
28,2,21,5,5,1,4,2,43,4,1,1,4,9
58,2,22,1,1,1,2,0,43,4,2,17,4,15
64,1,23,1,1,1,2,0,43,2,2,5,4,13
50,2,25,1,1,1,4,2,43,4,1,1,4,13
56,1,25,1,1,1,3,0,43,4,1,18,4,15
48,2,29,1,1,1,3,0,43,4,1,17,4,16
64,1,29,1,1,1,2,0,43,5,1,1,4,11
66,1,30,1,1,1,2,0,43,4,2,4,4,14
57,2,30,1,1,1,3,0,43,1,2,17,4,15
46,2,31,1,1,1,4,1,43,5,1,1,4,14
47,2,33,1,1,1,2,0,43,1,2,18,4,14
40,1,35,1,1,1,4,2,43,4,1,18,4,13
46,1,35,1,1,1,3,1,43,3,1,1,4,16
63,2,38,1,1,1,2,0,43,4,1,18,4,13
71,1,40,1,1,1,2,0,43,5,1,1,4,15
64,1,40,1,1,1,2,0,43,5,1,1,4,13
34,2,41,1,1,1,2,0,43,1,2,5,4,16
49,1,41,1,1,1,3,0,43,5,1,1,4,14
43,1,45,1,1,1,6,3,43,1,2,18,4,16
68,1,46,1,1,1,2,0,43,4,1,1,4,13
50,1,46,1,1,1,2,0,43,4,1,5,4,15
42,1,48,1,1,1,4,1,43,4,1,1,4,16
39,1,48,1,1,1,7,5,43,4,1,18,4,11
28,1,49,1,1,1,4,2,43,5,1,1,4,7
61,1,51,1,1,1,2,0,43,5,1,1,4,16
51,1,53,1,1,1,4,1,43,4,1,1,4,13
25,1,56,1,1,1,2,0,43,5,1,1,4,12
59,1,56,1,1,1,2,0,43,5,1,1,4,7
78,1,56,1,1,1,2,0,43,4,1,1,4,15
37,1,56,1,1,1,3,1,43,2,2,18,4,13
48,2,56,1,1,1,4,0,43,5,1,1,4,14
21,1,30,1,1,6,2,0,44,1,2,5,4,12
53,1,13,1,1,4,1,0,44,1,2,5,4,15
56,2,30,1,1,4,2,0,44,1,2,5,4,10
48,1,18,1,1,1,4,1,44,4,1,1,4,16
66,2,26,1,1,1,5,3,44,5,1,1,4,16
54,1,34,4,1,1,5,0,44,4,1,1,4,5
42,1,41,1,1,1,4,2,44,1,2,5,4,14
47,1,41,1,1,1,3,1,44,5,1,5,4,15
53,2,55,1,1,1,2,0,44,5,1,1,4,14
63,1,56,1,1,1,2,0,44,4,1,17,4,15
85,1,56,1,1,1,2,0,44,5,1,1,4,13
36,2,28,1,1,1,2,0,45,5,1,1,4,15
51,1,54,1,1,1,4,2,45,1,2,18,4,14
68,1,47,1,1,6,1,0,46,4,1,1,4,9
38,2,19,5,1,1,2,0,46,4,1,1,4,16
31,2,31,1,1,1,4,2,46,4,1,10,4,14
35,1,1,1,2,6,2,0,39,3,51,14,3,9
27,1,2,1,7,6,3,1,39,2,51,14,3,11
29,2,11,5,1,6,2,0,39,1,51,17,3,13
20,2,18,1,1,6,2,1,39,2,51,17,3,12
21,1,22,1,2,6,2,0,39,3,51,14,3,9
52,1,36,1,2,6,1,0,39,3,51,17,3,11
47,1,9,1,1,4,1,0,39,3,51,2,3,14
58,2,10,1,1,4,1,0,39,2,51,17,3,8
42,1,48,1,2,4,1,0,39,1,51,2,3,1
36,2,48,1,1,4,3,2,39,1,51,17,3,9
49,2,2,1,7,1,2,0,39,2,51,17,3,16
64,2,2,1,1,1,3,0,39,2,51,12,3,15
46,1,9,1,1,1,3,1,39,2,51,12,3,12
45,2,9,1,1,1,4,2,39,2,51,17,3,14
76,1,20,1,1,1,2,0,39,3,51,14,3,12
43,2,21,1,1,1,3,0,39,2,51,1,3,11
73,2,22,1,1,1,2,0,39,2,51,17,3,14
58,2,25,1,1,1,2,0,39,3,51,17,3,15
56,1,25,1,1,1,4,0,39,3,51,1,3,16
65,2,36,1,1,1,3,0,39,3,51,1,3,13
40,2,42,1,1,1,4,1,39,2,51,17,3,14
24,2,42,1,1,1,2,0,39,2,51,17,3,13
49,2,44,1,1,1,3,0,39,2,51,17,3,14
63,1,47,1,1,1,4,0,39,3,51,14,3,12
24,1,48,1,1,1,2,0,39,3,51,14,3,2
52,2,2,3,3,6,2,0,40,3,51,17,3,12
53,1,10,1,2,6,1,0,40,2,51,6,3,12
56,2,22,1,2,6,5,0,40,3,51,12,3,13
19,1,44,1,1,6,2,0,40,2,51,17,3,12
51,1,2,1,1,4,2,0,40,2,51,4,3,16
37,2,4,1,1,4,3,2,40,3,51,14,3,2
59,1,17,1,1,4,1,0,40,2,51,17,3,4
58,2,19,1,1,4,1,0,40,3,51,1,3,11
47,2,44,1,1,4,2,0,40,2,51,17,3,12
46,2,51,1,1,4,2,0,40,2,51,6,3,9
57,1,54,1,1,4,2,0,40,2,51,12,3,13
62,2,56,1,1,4,3,0,40,2,51,17,3,13
61,2,55,1,1,3,4,0,40,2,51,15,3,13
37,2,2,1,1,1,4,2,40,2,51,7,3,15
60,2,2,1,1,1,2,0,40,2,51,14,3,13
58,2,17,1,1,1,2,0,40,3,51,17,3,14
54,2,30,1,3,1,2,0,40,3,51,1,3,12
38,2,30,1,1,1,4,2,40,1,51,15,3,12
56,1,34,1,1,1,3,0,40,2,51,12,3,15
58,2,34,1,1,1,2,0,40,3,51,17,3,13
58,1,36,1,1,1,2,0,40,2,51,17,3,15
57,2,36,1,1,1,2,0,40,2,51,17,3,16
31,2,40,1,1,1,4,2,40,3,51,17,3,14
70,1,42,1,1,1,2,0,40,2,51,12,3,13
34,1,42,1,2,1,3,1,40,2,51,17,3,13
50,1,33,1,1,6,1,0,41,2,51,17,3,10
64,2,22,1,1,4,1,0,41,2,51,1,3,13
72,2,48,1,2,4,1,0,41,3,51,10,3,9
68,1,12,2,6,1,2,0,41,3,51,14,3,8
48,2,17,1,1,1,4,2,41,3,51,10,3,13
58,2,33,1,1,1,2,0,41,2,51,8,3,11
51,2,33,1,1,1,2,0,41,2,51,6,3,15
64,1,9,1,1,6,1,0,42,2,51,20,3,9
28,2,18,1,1,6,2,0,42,2,51,2,3,9
36,1,36,1,1,6,3,0,42,3,51,12,3,14
39,2,36,1,2,6,4,3,42,3,51,17,3,11
62,2,42,1,1,6,3,0,42,2,51,17,3,14
64,2,13,1,2,5,1,0,42,3,51,17,3,11
59,1,26,1,1,4,3,1,42,3,51,19,3,13
25,2,24,1,2,1,4,1,42,3,51,17,3,14
64,2,25,1,1,1,2,0,42,2,51,2,3,16
56,2,36,1,1,1,3,0,42,2,51,2,3,10
69,2,37,1,1,1,2,0,42,3,51,17,3,12
51,2,42,1,1,1,2,0,42,2,51,17,3,14
67,1,44,1,1,1,2,0,42,2,51,17,3,13
52,2,2,1,1,6,3,0,43,2,51,1,3,15
55,2,2,1,1,6,1,0,43,2,51,17,3,11
24,2,10,1,2,6,1,0,43,3,51,17,3,8
36,2,22,1,2,6,5,1,43,2,51,6,3,13
37,1,34,1,1,6,1,0,43,2,51,2,3,14
56,1,36,1,1,6,1,0,43,2,51,21,3,14
40,1,36,1,4,6,2,0,43,3,51,12,3,16
26,2,45,1,2,6,2,1,43,2,51,6,3,9
34,2,47,1,1,6,3,0,43,2,51,6,3,12
27,2,53,1,2,6,2,0,43,3,51,7,3,14
59,1,2,4,5,4,1,0,43,3,51,1,3,14
67,2,21,1,1,4,1,0,43,2,51,6,3,13
56,2,25,1,1,4,2,0,43,2,51,10,3,14
58,2,55,1,2,4,3,0,43,3,51,15,3,10
60,2,33,1,1,3,2,0,43,2,51,6,3,12
33,2,10,5,4,2,1,0,43,2,51,3,3,13
33,1,2,1,1,1,5,3,43,2,51,3,3,14
47,2,2,1,1,1,2,0,43,3,51,10,3,15
37,2,2,1,3,1,2,0,43,1,51,16,3,15
41,2,13,1,2,1,5,3,43,3,51,17,3,12
55,2,17,2,1,1,2,0,43,3,51,1,3,15
35,2,17,1,2,1,7,5,43,3,51,6,3,13
43,1,17,1,1,1,3,1,43,2,51,1,3,15
52,2,17,1,7,1,3,1,43,2,51,1,3,15
37,2,21,1,1,1,4,2,43,2,51,5,3,16
68,2,22,1,1,1,5,0,43,2,51,7,3,16
47,1,25,1,1,1,4,2,43,2,51,1,3,16
51,1,25,1,1,1,4,0,43,2,51,6,3,16
57,2,36,1,1,1,2,0,43,3,51,7,3,14
33,1,36,1,1,1,4,2,43,3,51,6,3,10
34,1,39,1,1,1,4,2,43,3,51,6,3,14
56,2,44,1,1,1,2,0,43,2,51,6,3,15
50,1,44,1,1,1,4,1,43,2,51,3,3,15
49,1,47,1,1,1,3,0,43,2,51,12,3,14
65,2,10,1,1,6,1,0,44,2,51,1,3,13
25,2,11,5,1,6,2,0,44,1,51,1,3,13
64,1,25,1,1,6,1,0,44,2,51,6,3,14
35,2,36,1,1,6,1,0,44,2,51,17,3,13
48,2,2,4,1,4,5,3,44,2,51,1,3,16
45,2,42,1,1,4,2,0,44,1,51,10,3,15
45,2,21,1,1,3,3,0,44,2,51,2,3,14
50,1,9,4,2,1,3,1,44,2,51,1,3,15
33,2,18,1,1,1,2,0,44,2,51,1,3,15
51,2,18,1,1,1,3,0,44,2,51,3,3,14
30,2,21,1,1,1,3,1,44,2,51,6,3,11
62,1,44,1,1,1,4,0,44,3,51,5,3,14
57,1,44,1,1,1,2,0,44,2,51,6,3,15
59,2,44,1,1,6,1,0,45,2,51,7,3,16
45,1,2,1,1,4,3,0,45,2,51,7,3,15
45,1,54,1,1,4,1,0,45,2,51,7,3,12
59,2,53,5,1,1,2,0,45,3,51,6,3,16
64,1,36,1,1,1,3,0,46,3,51,7,3,16
64,1,44,1,1,1,2,0,46,2,51,17,3,14
23,1,34,5,1,6,2,0,33,4,48,21,3,14
54,2,6,1,1,3,2,0,33,4,48,15,3,13
65,2,36,4,4,2,3,0,33,4,50,14,3,3
41,1,4,5,1,1,7,4,33,4,47,21,3,9
45,1,47,5,1,2,2,0,34,4,50,14,3,6
40,1,6,1,1,1,5,3,34,4,48,22,3,11
15,2,38,1,1,6,6,0,35,4,49,6,3,13
27,2,45,5,1,6,6,3,35,4,50,14,3,11
62,2,47,1,2,4,3,0,35,4,49,6,3,8
32,1,6,5,1,1,11,4,35,4,47,20,3,6
36,1,55,5,1,1,5,3,35,5,47,20,3,6
41,2,12,1,3,1,3,0,36,4,48,21,3,10
19,2,48,1,1,6,2,0,37,4,47,17,3,6
45,2,23,1,1,4,2,0,37,4,48,16,3,5
50,2,35,5,1,4,1,0,37,4,48,21,3,6
57,1,29,1,2,1,3,0,37,4,49,14,3,6
32,2,13,5,1,6,2,1,38,4,50,14,3,6
24,2,35,1,1,6,4,2,38,4,48,15,3,3
36,2,5,1,1,6,1,0,39,4,50,15,3,6
30,1,6,1,1,6,2,0,39,5,48,15,3,16
52,1,11,1,2,6,3,0,39,4,49,14,3,13
22,2,12,1,1,6,2,0,39,4,48,15,3,12
23,2,12,1,2,6,1,0,39,4,48,15,3,1
22,1,15,1,4,6,5,0,39,4,47,20,3,13
18,2,16,1,1,6,5,0,39,4,48,17,3,13
22,2,16,1,1,6,5,0,39,4,48,15,3,5
18,2,23,1,1,6,4,0,39,4,48,16,3,16
20,1,31,1,1,6,4,0,39,4,47,20,3,8
21,1,31,1,1,6,4,0,39,4,47,20,3,8
19,2,36,1,1,6,3,0,39,4,49,17,3,9
21,2,37,1,7,6,3,0,39,4,50,15,3,9
39,1,38,1,1,6,3,0,39,4,47,21,3,14
25,2,39,1,1,6,2,0,39,4,48,15,3,6
19,1,39,1,1,6,2,0,39,4,47,22,3,2
32,2,40,1,1,6,2,1,39,4,48,21,3,1
23,1,48,4,1,6,4,0,39,4,48,15,3,13
19,2,50,1,1,6,3,0,39,4,48,15,3,14
18,2,51,1,1,6,4,0,39,4,48,15,3,15
36,2,27,4,2,5,7,4,39,4,50,15,3,1
42,2,48,1,1,5,1,0,39,4,50,15,3,11
44,2,4,1,1,4,2,1,39,4,48,15,3,11
48,2,8,1,1,4,2,1,39,4,50,14,3,9
50,2,24,1,2,4,1,0,39,4,50,15,3,6
58,2,25,1,1,4,3,0,39,4,48,15,3,15
52,2,38,1,1,4,4,0,39,5,48,15,3,16
57,2,40,1,1,4,1,0,39,4,49,17,3,8
35,1,41,5,1,4,2,0,39,4,47,20,3,15
46,2,48,5,1,4,5,2,39,4,48,17,3,11
44,2,48,4,1,4,1,0,39,4,50,15,3,4
57,1,54,1,1,4,1,0,39,4,47,20,3,11
58,2,42,1,1,3,9,0,39,4,48,21,3,10
49,1,6,1,1,1,2,0,39,4,48,15,3,13
55,1,6,5,1,1,2,0,39,4,47,16,3,12
52,2,6,1,1,1,3,1,39,5,48,15,3,15
50,2,6,1,1,1,2,0,39,4,47,17,3,9
51,2,8,1,1,1,2,0,39,4,49,13,3,13
37,2,8,1,1,1,2,0,39,4,48,13,3,12
32,2,12,1,1,1,5,1,39,4,48,15,3,13
61,1,12,1,1,1,3,1,39,4,47,20,3,15
35,2,12,1,2,1,2,0,39,4,48,1,3,8
40,2,18,1,1,1,4,2,39,4,48,15,3,7
43,2,20,5,1,1,6,4,39,4,48,21,3,11
42,1,21,1,1,1,4,1,39,4,47,1,3,15
67,1,25,4,1,1,3,0,39,4,47,20,3,9
23,2,32,1,1,1,2,0,39,4,48,15,3,11
54,2,33,1,1,1,4,0,39,5,48,15,3,15
60,2,35,1,1,1,3,0,39,4,49,6,3,11
60,1,38,1,1,1,3,0,39,4,47,21,3,14
52,2,45,1,1,1,3,0,39,4,47,17,3,14
47,2,47,1,1,1,5,3,39,5,48,15,3,10
71,2,47,1,1,1,4,0,39,5,48,15,3,12
28,1,48,1,1,1,5,1,39,4,47,21,3,8
40,2,55,1,1,1,5,3,39,4,49,17,3,12
21,2,6,1,1,6,3,0,40,4,50,15,3,16
29,1,6,1,4,6,3,0,40,4,48,17,3,8
20,2,24,1,1,6,4,0,40,4,49,17,3,15
22,1,24,1,1,6,4,0,40,4,49,6,3,16
24,1,35,1,3,6,2,0,40,4,48,14,3,5
21,2,36,1,1,6,4,0,40,4,47,22,3,16
22,2,36,1,1,6,5,0,40,4,50,15,3,14
21,1,38,1,1,6,2,0,40,4,48,11,3,12
25,2,38,1,1,6,2,0,40,5,48,15,3,14
22,2,45,1,1,6,4,0,40,4,50,14,3,10
40,2,48,1,1,6,2,0,40,4,48,17,3,2
32,2,48,1,1,6,2,0,40,4,49,9,3,14
21,1,48,1,2,6,5,0,40,4,47,20,3,15
24,2,48,1,1,6,2,0,40,4,48,15,3,12
21,1,49,1,1,6,4,0,40,4,48,16,3,16
36,2,54,1,1,6,1,0,40,4,48,17,3,10
30,2,56,1,1,6,2,0,40,5,48,15,3,13
65,2,6,1,1,4,1,0,40,5,48,15,3,12
45,2,8,1,1,4,2,0,40,4,48,15,3,10
55,2,22,1,2,4,1,0,40,4,48,15,3,8
50,2,24,1,6,4,1,0,40,4,49,17,3,10
49,2,26,1,1,4,2,0,40,5,48,15,3,4
54,2,28,1,1,4,2,0,40,4,48,1,3,7
68,2,42,1,1,4,1,0,40,4,50,15,3,9
26,2,17,4,1,3,4,0,40,4,48,15,3,15
33,2,41,1,1,3,4,2,40,4,48,15,3,6
51,2,50,1,1,3,2,0,40,4,49,15,3,8
67,2,19,1,1,2,1,0,40,4,49,8,3,6
58,2,5,1,1,1,2,0,40,4,49,17,3,15
49,2,6,4,1,1,5,1,40,4,49,6,3,13
57,2,39,1,1,1,2,0,40,5,48,15,3,9
28,2,41,1,1,1,8,3,40,4,48,16,3,8
31,2,47,1,1,1,4,2,40,4,48,15,3,14
32,2,48,1,1,1,6,4,40,4,48,15,3,11
58,2,50,1,1,1,2,0,40,5,48,15,3,14
59,1,51,4,2,1,4,2,40,4,48,16,3,6
34,1,51,1,1,1,2,0,40,4,48,11,3,11
54,1,54,1,1,1,4,2,40,4,49,20,3,6
31,2,55,1,1,1,2,0,40,4,48,15,3,15
24,2,22,1,1,6,3,1,41,4,48,15,3,9
20,1,36,1,1,6,5,0,41,4,47,20,3,11
24,2,49,4,1,6,2,0,41,4,48,15,3,9
23,2,49,4,1,6,2,0,41,4,48,15,3,9
52,2,47,1,1,4,2,1,41,4,48,15,3,9
34,2,55,1,1,4,1,0,41,4,48,15,3,10
41,1,56,1,1,4,1,0,41,5,47,20,3,9
24,1,6,1,1,1,2,0,41,4,49,2,3,6
34,2,12,1,1,1,4,2,41,4,48,15,3,12
50,2,19,1,1,1,3,0,41,4,48,15,3,13
51,2,21,1,1,1,4,2,41,4,48,15,3,14
55,2,29,1,1,1,3,0,41,4,49,14,3,12
43,2,30,1,1,1,3,1,41,5,48,15,3,12
33,2,47,1,1,1,2,0,41,4,48,17,3,14
44,2,54,1,1,1,3,1,41,4,49,1,3,13
39,2,16,1,1,4,3,2,42,4,49,17,3,6
29,2,22,1,1,4,3,2,42,5,47,1,3,8
64,2,44,1,1,3,1,0,42,4,49,17,3,10
37,2,36,1,1,1,4,1,42,5,48,11,3,14
40,2,37,1,1,1,5,2,42,5,48,15,3,15
51,2,48,1,1,1,6,1,42,4,50,14,3,14
45,2,51,1,1,1,2,0,42,4,48,15,3,14
23,2,56,1,1,1,2,0,42,4,48,15,3,6
66,1,6,4,1,6,2,0,43,5,47,20,3,5
35,2,11,1,2,6,1,0,43,4,49,17,3,11
36,2,17,1,1,6,1,0,43,4,49,17,3,13
29,2,34,1,1,6,2,0,43,4,50,14,3,15
29,2,36,1,1,6,3,0,43,4,49,1,3,14
22,1,41,1,1,6,5,0,43,4,49,2,3,7
23,2,51,1,1,6,3,0,43,4,49,1,3,16
61,1,36,1,2,4,2,0,43,4,48,21,3,11
32,1,9,5,1,1,3,1,43,4,47,22,3,8
33,1,17,1,1,1,5,3,43,4,48,15,3,8
30,1,23,1,1,1,2,0,43,5,47,21,3,12
62,2,24,1,1,1,3,0,43,4,50,15,3,11
55,2,26,1,1,1,3,0,43,4,49,1,3,15
56,1,33,1,1,1,2,0,43,4,49,2,3,16
57,2,34,1,1,1,5,0,43,4,48,15,3,16
28,2,36,1,1,1,2,0,43,4,50,15,3,14
52,2,36,1,1,1,2,0,43,4,49,17,3,15
53,2,38,1,1,1,3,0,43,4,48,1,3,16
55,2,47,1,1,1,3,0,43,4,49,17,3,14
30,2,51,1,1,1,2,0,43,4,49,1,3,14
23,1,55,1,1,1,2,0,43,4,49,1,3,11
25,1,11,1,6,6,1,0,44,4,49,3,3,10
56,1,11,1,1,6,2,0,44,4,49,1,3,15
50,2,10,1,1,5,2,0,44,4,49,2,3,14
72,1,34,4,1,5,1,0,44,4,47,20,3,13
45,2,13,1,1,1,2,0,44,4,49,1,3,16
62,1,32,1,1,1,2,0,44,4,48,11,3,4
54,2,33,1,1,1,3,1,44,4,49,17,3,15
41,2,48,4,4,1,4,2,44,4,49,2,3,16
46,1,48,1,1,1,5,3,44,4,49,6,3,16
67,2,48,1,1,1,2,0,44,4,49,17,3,16
54,2,56,1,1,1,3,0,44,4,49,1,3,15
32,2,11,1,1,6,3,0,45,4,49,7,3,16
32,1,11,1,1,6,6,0,45,4,49,7,3,12
55,2,19,1,1,1,2,0,45,5,48,15,3,14
61,1,53,1,1,1,2,0,45,4,49,1,3,16
45,1,37,1,1,1,2,0,46,4,49,6,3,11
43,2,37,1,1,1,2,0,46,4,49,6,3,11
19,1,41,5,1,6,3,0,31,4,46,13,3,7
22,2,48,5,1,6,2,0,31,4,46,13,3,6
56,1,36,4,2,1,5,3,31,4,46,13,3,7
45,1,48,5,1,6,4,2,32,4,46,21,3,6
46,2,48,5,1,1,8,1,32,4,45,14,3,6
34,1,6,5,1,6,6,0,33,4,46,13,3,12
33,2,10,1,1,6,2,0,33,4,45,14,3,15
47,1,32,5,1,6,2,0,33,4,45,13,3,9
21,1,41,5,1,6,5,0,33,4,46,13,3,13
31,1,41,5,1,6,5,0,33,4,46,13,3,13
42,2,48,5,1,6,2,1,33,4,45,14,3,5
21,1,48,5,5,6,4,0,33,4,46,13,3,11
22,1,48,5,5,6,4,0,33,4,46,13,3,11
85,2,42,1,1,3,1,0,33,4,45,21,3,4
34,1,11,5,1,1,5,3,33,4,46,13,3,7
48,2,16,5,1,1,4,0,33,4,46,13,3,9
62,1,17,5,1,1,2,0,33,4,44,13,3,9
37,2,36,5,1,1,4,2,33,4,46,17,3,7
46,2,4,1,3,6,1,0,34,4,45,14,3,1
38,1,35,5,1,6,4,2,34,4,46,13,3,9
35,2,56,1,1,6,3,2,34,4,46,13,3,2
32,2,48,5,1,5,4,3,34,4,46,13,3,5
51,1,48,5,1,5,6,0,34,4,46,16,3,7
50,2,12,4,1,3,6,0,34,4,46,13,3,11
40,1,41,5,1,3,5,0,34,4,46,13,3,13
29,1,41,5,1,2,5,0,34,4,46,13,3,13
40,1,6,5,1,1,5,3,34,4,46,13,3,9
42,2,6,5,1,1,6,2,34,4,46,13,3,13
29,2,20,1,1,1,7,0,34,4,46,13,3,10
38,2,32,5,1,1,4,1,34,4,45,14,3,7
35,1,35,5,1,1,4,2,34,4,46,13,3,11
45,2,37,1,1,1,6,0,34,4,45,13,3,13
47,2,12,5,1,6,2,0,35,4,45,14,3,12
15,2,30,1,1,6,3,0,35,4,46,16,3,7
15,2,56,1,1,6,2,0,35,4,46,13,3,1
42,2,6,4,1,5,2,0,35,4,45,14,3,4
58,1,21,1,1,4,5,0,35,2,44,13,3,12
51,2,47,1,1,4,1,0,35,4,46,13,3,7
52,1,6,4,4,3,2,0,35,4,46,13,3,8
33,1,4,5,1,1,5,3,35,4,46,13,3,6
31,2,6,5,1,1,5,3,35,4,46,13,3,13
44,2,6,5,1,1,5,1,35,4,46,13,3,10
64,1,11,5,4,1,2,0,35,4,46,13,3,6
32,1,18,5,1,1,5,3,35,4,46,13,3,13
40,2,31,5,1,1,5,3,35,4,46,13,3,11
43,1,35,5,1,1,6,1,35,4,46,13,3,7
60,1,42,1,1,1,4,1,35,4,46,13,3,9
24,1,5,1,2,6,1,0,36,4,46,13,3,4
50,2,12,1,2,6,4,0,36,3,46,13,3,3
16,2,17,1,1,6,3,0,36,3,44,12,3,16
17,1,23,1,1,6,4,0,36,4,46,13,3,15
17,1,23,1,1,6,5,0,36,4,45,15,3,15
24,1,31,1,2,6,5,0,36,4,46,13,3,6
36,1,35,1,3,6,6,0,36,4,46,14,3,13
17,2,48,1,1,6,5,0,36,4,46,13,3,13
18,2,48,1,1,6,5,0,36,4,46,13,3,13
17,2,56,1,1,6,4,0,36,3,44,12,3,15
59,2,38,4,2,5,2,0,36,4,45,21,3,9
54,2,6,1,3,4,6,0,36,4,46,13,3,14
18,2,6,1,1,4,3,0,36,3,44,12,3,14
60,1,36,1,1,4,1,0,36,4,46,22,3,5
32,1,10,1,2,1,4,2,36,4,44,9,3,16
55,2,12,1,1,1,2,0,36,4,45,14,3,2
42,2,28,1,2,1,3,0,36,4,44,14,3,2
28,2,47,1,1,1,2,0,36,4,45,14,3,5
46,2,49,5,1,1,5,2,36,4,46,21,3,13
17,1,5,1,1,6,5,0,37,4,44,15,3,14
17,2,6,1,1,6,3,0,37,3,44,12,3,15
17,1,11,1,1,6,6,0,37,3,44,15,3,16
20,1,11,5,1,6,7,1,37,4,46,13,3,9
36,2,13,1,2,6,5,3,37,4,46,16,3,8
52,1,13,1,1,6,1,0,37,4,46,17,3,2
17,2,16,1,1,6,4,0,37,4,46,13,3,14
17,1,17,1,6,6,2,0,37,4,46,1,3,11
21,1,18,1,2,6,3,1,37,4,46,13,3,4
17,1,21,1,1,6,4,0,37,4,44,12,3,16
50,2,22,1,2,6,1,0,37,4,46,1,3,2
19,1,26,1,3,6,2,0,37,4,46,13,3,4
17,1,27,1,1,6,4,0,37,4,46,13,3,15
19,1,30,1,1,6,2,0,37,4,46,13,3,5
20,2,32,5,1,6,4,0,37,4,46,16,3,15
17,2,32,1,10,6,6,0,37,4,46,13,3,8
18,1,35,5,1,6,5,0,37,4,46,13,3,9
25,2,39,1,2,6,8,0,37,4,46,13,3,7
33,2,39,1,2,6,2,1,37,4,46,13,3,3
52,2,42,1,1,6,3,0,37,4,46,13,3,7
26,1,44,1,1,6,3,0,37,4,46,1,3,7
17,2,48,1,1,6,6,0,37,4,46,16,3,6
24,2,48,5,1,6,8,2,37,4,46,13,3,11
46,1,48,1,1,6,2,0,37,4,46,16,3,5
17,2,48,1,1,6,7,0,37,4,46,13,3,11
17,2,50,1,1,6,6,0,37,4,45,14,3,14
17,1,53,1,1,6,4,0,37,4,46,17,3,7
19,1,55,1,2,6,4,0,37,4,46,13,3,6
17,1,55,1,1,6,3,0,37,4,46,13,3,15
43,1,41,5,1,5,5,0,37,4,46,13,3,13
36,2,5,4,1,4,5,2,37,4,45,14,3,11
72,2,17,1,1,4,1,0,37,4,46,2,3,11
27,1,25,4,1,1,5,3,37,4,46,22,3,8
39,2,35,5,1,1,6,1,37,4,46,13,3,8
61,2,40,1,1,1,2,0,37,4,46,13,3,8
23,1,1,1,1,6,3,0,38,5,44,9,3,15
63,2,21,1,2,6,1,0,38,4,46,16,3,5
18,1,22,1,10,6,6,0,38,4,46,13,3,4
48,2,34,1,2,6,3,2,38,4,46,16,3,10
17,1,44,1,1,6,6,0,38,4,46,13,3,7
20,2,48,1,1,6,3,0,38,4,46,16,3,8
21,1,53,5,1,6,6,0,38,4,46,13,3,11
34,2,6,5,1,5,6,2,38,4,46,13,3,12
41,2,6,1,1,1,2,0,38,5,44,9,3,14
33,1,6,5,1,1,3,1,38,4,46,13,3,11
46,1,10,1,2,1,3,1,38,4,46,13,3,7
18,2,1,1,2,6,4,0,39,4,46,13,3,14
35,2,1,1,1,6,2,0,39,4,45,14,3,6
35,2,5,1,2,6,8,3,39,4,46,16,3,6
41,1,5,1,2,6,2,0,39,4,46,13,3,9
62,1,5,1,1,6,2,0,39,4,45,14,3,10
20,1,5,1,11,6,3,1,39,4,46,13,3,3
25,1,5,1,1,6,2,0,39,4,46,13,3,7
26,2,6,3,1,6,4,0,39,4,46,13,3,3
24,1,6,1,7,6,2,0,39,4,46,13,3,11
25,1,6,1,1,6,2,0,39,4,46,16,3,4
25,1,6,5,1,6,2,0,39,4,44,13,3,11
65,1,6,4,1,6,1,0,39,2,46,13,3,7
26,1,6,1,1,6,2,0,39,4,46,13,3,1
19,2,8,1,1,6,4,0,39,4,46,16,3,13
21,2,8,1,1,6,3,1,39,4,46,13,3,11
25,1,8,1,1,6,2,0,39,4,46,13,3,8
23,1,8,1,1,6,3,0,39,4,46,13,3,10
22,2,8,1,1,6,4,0,39,4,46,16,3,2
28,1,10,1,2,6,2,0,39,4,45,20,3,11
30,2,12,1,1,6,2,1,39,4,45,17,3,7
26,1,12,1,1,6,3,0,39,4,46,13,3,12
18,2,12,1,1,6,3,0,39,4,44,17,3,10
31,1,12,1,1,6,1,0,39,4,44,15,3,12
32,2,12,1,1,6,1,0,39,4,46,13,3,7
22,1,12,1,1,6,1,0,39,4,46,13,3,6
26,2,13,1,2,6,6,4,39,4,46,13,3,7
22,2,15,1,9,6,2,1,39,4,45,13,3,10
20,1,16,1,1,6,2,0,39,4,46,13,3,7
27,2,16,1,1,6,5,2,39,4,46,13,3,10
